"","product_name","fat_100g","saturatedFat_100g","carbohydrates_100g","sugars_100g","fiber_100g","proteins_100g","sodium_100g"
"30917","Danny'Peanut Crunch",29,6,46.67,33,5.3,12.67,0.437
"30939","Danonino Gervais",2.1,1.5,12.3,11.9,0,6.3,0.031496062992126
"30970","Darjeeling Bio",0,0,0.2,0.02,0,0,0
"30979","Dark 70% ChocolatOrange",42.5,27.5,47.5,27.5,12.5,7.5,0.012
"30987","Dark Beer BBQ Sauce Dunkelbier",0.4,0.1,45,42,0.5,1.1,1.16535433070866
"31002","Dark ChocolatAlmonds",39.47,9.21,47.37,34.21,7.9,10.53,0.013
"31024","Dark chocolate 85% cocoa intense",20,13,15,5,7,0.004,0.005
"31043","Dark Chocolate BaPumpkin Spice",29.69,18.75,50,43.75,6.2,6.25,0.016
"31052","Dark Chocolate BaToasted Coconut",39.53,25.58,51.16,34.88,9.3,4.65,0.012
"31074","Dark Chocolate Caramels",23.105,13.205,54.33,41.665,1.5,1.515,0.1425
"31075","Dark Chocolate Caramels With Sea Salt",21.43,11.9,69.05,45.24,2.4,2.38,0.786
"31080","Dark Chocolate Cherry",27.5,7.5,52.5,32.5,10,10,0.012
"31094","Dark Chocolate Coating Cream Bars",12.35,8.64,34.57,24.69,0,3.7,0.037
"31098","Dark Chocolate Coconut Bites",33.33,20.51,56.41,46.15,7.7,5.13,0.064
"31107","Dark Chocolate Covered CandCranberries",16.28,10.47,74.42,60.47,4.6,2.33,0
"31152","Dark Chocolate Eggs",37.5,22.5,55,42.5,7.5,5,0
"31160","Dark Chocolate Flakes",16,9.33,66.67,66.67,6.7,5.33,0.027
"31170","Dark Chocolate Golden Berries",22.5,15,60,45,7.5,5,0.625
"31175","Dark Chocolate Hearts",31.71,19.51,58.54,48.78,4.9,4.88,0
"31179","Dark Chocolate Honey Mints",18.18,12.12,63.64,51.52,6.1,3.03,0
"31188","Dark Chocolate Lolli",35,20,60,50,5,5,0
"31193","Dark Chocolate Mini Sea Salt Caramel Hearts",17.5,11.25,52.5,32.5,2.5,2.5,0.288
"31224","Dark Chocolate Salt Caramel",20.59,11.76,70.59,52.94,2.9,5.88,0.074
"31250","Dark Chocolate Strawberries",20,11.25,70,55,5,2.5,0
"31256","Dark Chocolate Thins Snacking ChocolatPretzels & Sea Salt",25.58,16.28,55.81,34.88,7,6.98,0.465
"31269","Dark Chocolate With A Creamy Chocolate Filling And Dark Cookie Piecescookie",27.5,17.5,65,60,2.5,2.5,0.025
"31270","Dark Chocolate With A Devil's Food Cake CenteCupcake",29.69,18.75,50,42.19,6.2,6.25,0.055
"31273","Dark Chocolate With Almonds",41.575,17.67,46.475,35.19,7.4,10.095,0.0185
"31275","Dark Chocolate With Blackberry Pieces And AcaBlackberry With Acai",30,17.5,60,47.5,7.5,5,0.025
"31278","Dark Chocolate With Cherry Filling",25,15,60,55,5,5,0
"31285","Dark Chocolate With Cranberries Orange & Cinnamon",34.88,20.93,55.81,41.86,9.3,4.65,0
"31288","Dark Chocolate With Espresso Beans",39.53,23.26,48.84,27.91,11.6,6.98,0
"31309","Dark ChocolatFruit And Nut Trail Mix",28.57,12.5,53.57,35.71,3.6,7.14,0.125
"31315","Dark ChocolatLemon Cream",33.33,20,44.44,37.78,4.4,4.44,0.033
"31318","Dark ChocolatMint Lime",42.5,25,35,27.5,10,7.5,0.012
"31322","Dark ChocolatOrange",33.155,20.88,55.86,41.115,8.6,6.135,0
"31324","Dark ChocolatPeanut Butter Mix",35.71,10.71,42.86,35.71,7.1,14.29,0.179
"31342","Dark Crunchy Nut Bar",43.33,16.67,50,36.67,6.7,6.67,0.007
"31356","Dark Pecan Snapper Assortment",39.29,14.29,53.57,42.86,7.1,7.14,0.125
"31367","Dark soy sauce",0,0,27.6,23.2,0.7,1.2,5.07
"31385","Dasheen Chips",5,2,9,1.5,0,0,0.141732283464567
"31393","Date Cornflake Cookies",17.86,8.93,58.93,32.14,1.8,3.57,0.339
"31416","DatteDeglet Nour,",0.2,0.1,67.4,55.9,7.3,2.4,0
"31425","Dattes Deglet Nour avec noyau",0.4,0.1,68,63,7.5,2,0.0196850393700787
"31427","Dattes Deglet Nour de Tunisie",0.4,0,65,60,8,2.7,0
"31465","Davis Lewis OrchardRaw Pepitas",42.86,7.14,14.29,3.57,3.6,32.14,0.004
"31470","Dawn Food ProductFilled Decorated Chocolate Mini Bundt Cakes",19.81,7.55,47.17,33.02,1.9,3.77,0.415
"31471","Dawn Food ProductIncBrownie PlatteFudge Iced Seasonal Platter",12.77,4.26,68.09,46.81,2.1,4.26,0.277
"31477","Dawn Food ProductIncPremium Red Velvet Valentine Cake",18.31,8.45,63.38,50.7,1.4,2.82,0.423
"31511","De Echte mildzoute Hindelooper Ruitjesdrop - Oldtimers",0.5,0.2,63,43,16,5.5,0.133858267716535
"31515","De la région Bâton du Maréchal",39,15,1,0.5,0.5,26,1.69291338582677
"31538","Deaf Man'Santa Fe Trail Mix",33.33,5.56,48.15,0,3.7,14.81,0.741
"31545","Dean Jacob'Sriracha Rub Seasoning",0,0,16.67,0,0,0,24.333
"31546","Dean Jacob'TuscanBread Dipping SeasoninSun Dried Tomato & Basil",0,0,50,0,25,0,16.75
"31566","Decadent Truffles",46.88,37.5,46.88,37.5,3.1,3.12,0.094
"31568","Decaf-Zero Green Tea with Ginseng",0,0,0.417,0.417,0,0,0.00417
"31586","Decorated Hello Kitty Cookie",14,7,76,32,0,4,0.36
"31592","Decorated Premium Milk Chocolate Lollipop",28.57,17.86,60.71,60.71,3.6,3.57,0.071
"31605","Decorating Glam Green Jimmies",25,25,75,50,0,0,0
"31612","Decorating JimmieSo Chocolate",25,0,75,75,0,0,0
"31619","Decorating Rosy Red Jimmies",25,25,75,50,0,0,0
"31620","Decorating Sanding Sugar",0,0,100,100,0,0,0
"31623","Décoration Dessert 4 Décors",16,9.4,73,72,3.6,4.7,0.15748031496063
"31636","Deep Dish Cheese Pizza",9.29,5,26.43,2.14,1.4,9.29,0.321
"31644","Deep Dish Three Meat Pizza",15.49,7.08,27.88,2.65,1.8,10.18,0.504
"31653","Deep ridged saveur nature",35.1,4.6,47.7,0.6,4.4,6.3,0.511811023622047
"31666","Deerfields BakerCoffeecakCranberrAlmond",20,6.67,22.22,6.67,4.4,6.67,0.156
"31671","Defiligne draineur minceur",0,0,0,0,0,0,0
"31695","Del MaximNectaPassion Fruit",0,0,12.5,12.5,0,0,0.012
"31700","Delancey DesserDelancey Dessert Rugelach PastrApricot",12.5,4.17,41.67,12.5,0,4.17,0.042
"31706","delba Cocktail-Rounds",2.3,0.3,36.6,6.7,10.4,5.7,0.47244094488189
"31712","DelfortIced CoffeMocha Indulgence",0.77,0.46,3.08,1.85,0.3,1.54,0.026
"31735","Déli'time sur lit de myrtille",2.4,1.6,12,12,0.6,6.1,0.0393700787401575
"31747","Deli-Style Bread",3.12,0,52.08,4.17,6.2,6.25,0.521
"31761","Deli Franks",26.53,8.16,0,0,0,12.24,0.857
"31770","Déli Matin Figues",15.9,6.7,68.5,22.8,3.7,7.5,0.295275590551181
"31771","Déli Matin les fourrés au yaourt",19.8,10,68.7,28.4,4.5,7.4,0.335826771653543
"31815","Deli Sliced Provolone Cheese",27.3866666666667,16.1233333333333,0,0,0,24.2866666666667,0.809
"31817","Deli Sliced Swiss Cheese",28.16,16.645,0,0,0,28.16,0.2055
"31836","Deli Style HaSmoked",2.7,0,5.41,2.7,0,13.51,0.649
"31843","Deli Style Onion Buns",3.91,2.34,53.12,6.25,1.6,9.38,0.516
"31854","Deli Style Sliced Low-Moisture Part-Skim Mozzarella Cheese",21.05,13.16,0,0,0,26.32,0.711
"31864","Deli Style Thin Sliced Ham",2.68,0.89,1.79,0,0,17.86,0.714
"31882","Delicatessen Style Corned Beef",3.77,0.94,0,0,0,20.75,1.094
"31883","DelicatesseRye Braed",3.85,0,50,3.85,3.8,7.69,0.654
"31904","Délice de Cèpes à Tartiner",7.8,2.2,11,8.6,2.6,3,0.944881889763779
"31917","Délice de Légumes",2.1,1.2,7.7,2.1,0.3,0.3,0.208661417322835
"31940","Délice de Tomates au Pesto",4.8,0.8,5.2,4,1.7,1,0.295275590551181
"31952","Délice en morceaux rhubarbe",0.2,0,21,21,2,0.6,0
"31965","Délices",4,0.5,46,3,3,10,0.748031496062992
"31967","Délices à la tomate-mozzarella",8,1.5,21,2.5,1,5,0.590551181102362
"31968","Délices au Cacao Bio",2.8,1.8,18.8,18.8,0,5.4,0.0590551181102362
"31975","Délices de Lait Brassé Pommes Bananes Framboises",2.2,1.4,14,11.2,0.6,2.3,0.03
"31984","Délices De Tomates Séchées Bio",11,1.5,8.2,6.7,3.3,2.2,0.433070866141732
"31996","Délichoc original - Paquet géant",19.3,10.8,71.5,47.8,2.1,5.9,0.14
"31998","Delicia Abricots",0.5,0.1,48,47,1.2,0.5,0.0118110236220472
"32077","Delicious protein",3.2,2,10.3,6.3,3.3,70,0.598425196850394
"32083","Delicious Swirled Frosted Sugar Cookies",15.79,6.58,65.79,42.11,0,2.63,0.276
"32092","Deliciously fruity raspberry fruit low fat yogurt",1.4,0.9,13.1,12.4,0.5,4.5,0.15
"32113","Deliespeltas Pastas De Moulin Des Moines",28.22,13.34,65,22.04,5.52,6.64,0.00984251968503937
"32136","DelightHickory Smoked Turkey Breast",6.92,3.08,26.15,3.85,2.3,16.15,0.623
"32138","DelightSmoked Ham And Sharp Cheddar Cheese On A Pretzel Roll",6.92,3.08,26.92,3.85,0.8,13.08,0.754
"32156","Delisse Mon petit pot de crème cuit au four au chocolat",7.8,5.3,19.8,18.6,0.9,3.4,0.0590551181102362
"32181","Delta Blues RicRice Grits",0,0,80.43,0,2.2,6.52,0
"32182","Delta Cafes Expresso Bar",0.3,0.05,2,0.5,1,1,0.0078740157480315
"32187","Delux Mixed Nuts",55.56,9.72,22.22,5.56,8.3,16.67,0.278
"32193","Deluxe American Cheese Slices",26.315,15.79,5.26,5.26,0,15.79,1.763
"32194","Deluxe American Pasteurized Process Cheese Slices",28.57,14.29,4.76,0,0,23.81,1.381
"32207","Deluxe Baked Flavored Mashed Potatoes",12.5,3.57,64.29,3.57,7.1,7.14,1.964
"32235","Deluxe Foil Wrapped MintDark Chocolate",20.93,13.95,69.77,60.47,2.3,2.33,0
"32266","Deluxe Ice CreaFun Munch Cookies N' Cream",11.43,6.43,28.57,25.71,0,2.86,0.071
"32269","Deluxe Ice CreaMint Chocolate Chip",11.43,8.57,25.71,24.29,0,4.29,0.086
"32277","Deluxe Jammed Dairy DesserCaramel Candy Crunch",9.23,5.38,35.38,27.69,1.5,4.62,0.146
"32289","Deluxe Macaroni And Cheese DinneSharp Cheddar Cheese Sauce",9.09,4.04,48.48,5.05,2,12.12,0.798
"32312","Deluxe Original Macaroni & Cheese Dinner",11.11,3.54,47.47,6.06,2,11.11,0.818
"32336","Deluxe Shells & Cheese Dinner",11.63,3.46,43.44,4.71,1.65,11.34,0.888
"32339","Deluxe Shells And Four Cheese Pasta Dinner",10.58,1.92,48.08,5.77,1.9,9.62,0.894
"32345","Deluxe Signature Pizza",13.29,4.43,18.99,1.27,3.2,12.03,0.595
"32346","Deluxe Sliced American Cheese",32.1633333333333,19.5066666666667,3.50666666666667,5.09333333333333,0,17.0433333333333,1.675
"32353","Deluxe Sriracha Cheese & Shells Dinner",11.11,2.53,43.43,7.07,2,8.08,0.919
"32356","Deluxe Texas Toast Pizza",14.81,4.63,25.93,3.7,1.8,9.26,0.5
"32363","Deluxe Whole Green Beans",0,0,6.02,2.41,2.4,1.2,0
"32370","DelverdNo 82 Tagliatelle Nests",1.79,0,69.64,1.79,3.6,12.5,0
"32381","Demi-baguettes blanches",1,0.2,49,3,2.9,8.1,0.362204724409449
"32397","Demi-poires william au sirop",0.5,0.1,17.4,14,1.6,0.5,0.00393700787401575
"32423","Denmark FoodFresh Bratwurst",17.28,6.17,6.17,0,0,23.46,0.432
"32434","Dermolab Acqua Struccante Express",0,0,0,0,0,0,0
"32440","Dés basilic & ciboulette pour salades et apéritifs",32,22,5.1,2.1,0.8,7.8,0.543307086614173
